CNN,STREET,ST_TYPE,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
223101,03RD,ST,ARMSTRONG AVE,BANCROFT AVE,25,,,,,,,,"MULTILINESTRING ((-122.393555 37.726974, -122.39355 37.726833, -122.393776 37.72631, -122.39389 37.72623))"
203201,03RD,ST,FAIRFAX AVE,GALVEZ AVE,25,,,,,,,,"MULTILINESTRING ((-122.38818 37.741882, -122.38829 37.74181, -122.38849 37.74123, -122.388466 37.741104))"
202201,03RD,ST,EVANS AVE,FAIRFAX AVE,25,,,,,,,,"MULTILINESTRING ((-122.38792 37.7427, -122.388 37.74264, -122.38822 37.74197, -122.38818 37.741882))"
220101,03RD,ST,WILLIAMS AVE,LANE ST,25,,,,,,,,"MULTILINESTRING ((-122.39261 37.729275, -122.39259 37.729126, -122.39269 37.728855))"
200101,03RD,ST,CUSTER AVE,DAVIDSON AVE,30,,,,,,,,"MULTILINESTRING ((-122.38736 37.744255, -122.38734 37.744114, -122.38752 37.743603, -122.38762 37.743523))"
194101,03RD,ST,25TH ST,26TH ST,30,,,,,,,,"MULTILINESTRING ((-122.38774 37.75283, -122.387665 37.752747, -122.38756 37.751633, -122.38762 37.751556))"
169000,03RD,ST,CLEMENTINA ST,FOLSOM ST,25,,,,,,,,"MULTILINESTRING ((-122.399445 37.78421, -122.39892 37.78378))"
222101,03RD,ST,YOSEMITE AVE,ARMSTRONG AVE,25,,,,,,,,"MULTILINESTRING ((-122.39322 37.72773, -122.39321 37.72759, -122.39345 37.72705, -122.393555 37.726974))"
185000,03RD,ST,16TH ST,04TH ST,30,,,,,,,,"MULTILINESTRING ((-122.389084 37.7669, -122.3897 37.772926))"
225101,03RD,ST,CARROLL AVE,DONNER AVE,25,,,,,,,,"MULTILINESTRING ((-122.39423 37.72547, -122.394226 37.725334, -122.394516 37.72469))"
229101,03RD,ST,HOLLISTER AVE,INGERSON AVE,25,,,,,,,,"MULTILINESTRING ((-122.39593 37.72171, -122.39593 37.72158, -122.39617 37.72104, -122.39626 37.720978))"
168000,03RD,ST,HOWARD ST,CLEMENTINA ST,25,,,,,,,,"MULTILINESTRING ((-122.40045 37.785027, -122.399445 37.78421))"
173000,03RD,ST,PERRY ST,STILLMAN ST,25,,,,,,,,"MULTILINESTRING ((-122.39683 37.782116, -122.39637 37.781746))"
184000,03RD,ST,TERRY A FRANCOIS BLVD,04TH ST,30,,,,,,,,"MULTILINESTRING ((-122.390015 37.776295, -122.3897 37.772926))"
177000,03RD,ST,SOUTH PARK,VARNEY PL,25,,,,,,,,"MULTILINESTRING ((-122.39505 37.780697, -122.394615 37.78035))"
183000,03RD,ST,CHANNEL ST,TERRY A FRANCOIS BLVD,30,,,,,,,,"MULTILINESTRING ((-122.3902 37.77672, -122.39004 37.776493, -122.390015 37.776295))"
191101,03RD,ST,22ND ST,23RD ST,30,,,,,,,,"MULTILINESTRING ((-122.388306 37.757935, -122.38823 37.757847, -122.38805 37.756607, -122.38795 37.75548, -122.387985 37.755386))"
234000,03RD,ST,START: 6675-6699 BLOCK,BAY SHORE BLVD,0,,,,,,,,"MULTILINESTRING ((-122.39802 37.7182, -122.39842 37.717735))"
230101,03RD,ST,INGERSON AVE,JAMESTOWN AVE,25,,,,,,,,"MULTILINESTRING ((-122.39626 37.720978, -122.39624 37.72088, -122.396515 37.720284, -122.39661 37.720226))"
181000,03RD,ST,KING ST,BERRY ST,25,,,,,,,,"MULTILINESTRING ((-122.39183 37.778122, -122.391106 37.77755))"
179000,03RD,ST,BRANNAN ST,TOWNSEND ST,25,,,,,,,,"MULTILINESTRING ((-122.39429 37.780087, -122.39274 37.778847))"
187101,03RD,ST,MARIPOSA ST,18TH ST,30,,,,,,,,"MULTILINESTRING ((-122.38885 37.764317, -122.38879 37.764233, -122.38867 37.763134, -122.38873 37.763042))"
216201,03RD,ST,SHAFTER AVE,THOMAS AVE,25,,,,,,,,"MULTILINESTRING ((-122.391785 37.73164, -122.391884 37.73155, -122.3921 37.730946, -122.39206 37.73085))"
226101,03RD,ST,EGBERT AVE,FITZGERALD AVE,25,,,,,,,,"MULTILINESTRING ((-122.39491 37.72397, -122.39491 37.723824, -122.39514 37.723312, -122.39525 37.723217))"
164000,03RD,ST,STEVENSON ST,JESSIE ST,25,,,,,,,,"MULTILINESTRING ((-122.403015 37.787018, -122.402565 37.786674))"
178000,03RD,ST,VARNEY PL,BRANNAN ST,25,,,,,,,,"MULTILINESTRING ((-122.394615 37.78035, -122.39429 37.780087))"
152000,03RD,AVE,CALIFORNIA ST,CORNWALL ST,0,,,,,,,,"MULTILINESTRING ((-122.46136 37.785397, -122.46133 37.78495))"
224201,03RD,ST,BANCROFT AVE,CARROLL AVE,25,,,,,,,,"MULTILINESTRING ((-122.39389 37.72623, -122.394 37.72615, -122.39424 37.725616, -122.39423 37.72547))"
150000,03RD,AVE,START: 1-99 BLOCK,LAKE ST,0,,,,,,,,"MULTILINESTRING ((-122.46149 37.787235, -122.46146 37.78681))"
197101,03RD,ST,MARIN ST,CARGO WAY,30,,,,,,,,"MULTILINESTRING ((-122.38744 37.749, -122.387375 37.748913, -122.38711 37.74633, -122.38716 37.74615))"
253000,04TH,ST,MINNA ST,HOWARD ST,25,,,,,,,,"MULTILINESTRING ((-122.4037 37.78404, -122.402695 37.783253))"
263000,04TH,ST,WELSH ST,FREELON ST,25,,,,,,,,"MULTILINESTRING ((-122.39752 37.77913, -122.39705 37.778748))"
262000,04TH,ST,BRYANT ST,WELSH ST,25,,,,,,,,"MULTILINESTRING ((-122.39805 37.77956, -122.39752 37.77913))"
267000,04TH,ST,TOWNSEND ST,JEWETT ST,25,,,,,,,,"MULTILINESTRING ((-122.394966 37.777084, -122.39453 37.776733))"
257000,04TH,ST,SHIPLEY ST,CLARA ST,25,,,,,,,,"MULTILINESTRING ((-122.4006 37.78158, -122.40014 37.78121))"
269000,04TH,ST,KING ST,BERRY ST,0,,,,,,,,"MULTILINESTRING ((-122.39409 37.77638, -122.39334 37.775784))"
242000,04TH,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.46213 37.781105, -122.46199 37.779182))"
256000,04TH,ST,FOLSOM ST,SHIPLEY ST,25,,,,,,,,"MULTILINESTRING ((-122.401146 37.78202, -122.4006 37.78158))"
243000,04TH,AVE,ANZA ST,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.46199 37.779182, -122.46185 37.77733))"
274000,04TH,ST,ILLINOIS ST,END: 1400-1599 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.38866 37.772087, -122.38804 37.7716))"
272000,04TH,ST,CHANNEL ST,03RD ST,0,,,,,,,,"MULTILINESTRING ((-122.3919 37.774677, -122.3897 37.772926))"
266000,04TH,ST,BLUXOME ST,TOWNSEND ST,25,,,,,,,,"MULTILINESTRING ((-122.39573 37.777695, -122.394966 37.777084))"
271000,04TH,ST,CHANNEL ST,CHANNEL ST,0,,,,,,,,"MULTILINESTRING ((-122.392334 37.77502, -122.3919 37.774677))"
260000,04TH,ST,PERRY ST,STILLMAN ST,25,,,,,,,,"MULTILINESTRING ((-122.39906 37.780357, -122.39859 37.779976))"
265000,04TH,ST,BRANNAN ST,BLUXOME ST,25,,,,,,,,"MULTILINESTRING ((-122.396515 37.77832, -122.39573 37.777695))"
250000,04TH,ST,STEVENSON ST,JESSIE ST,25,,,,,,,,"MULTILINESTRING ((-122.40522 37.78526, -122.404785 37.784904))"
254000,04TH,ST,HOWARD ST,CLEMENTINA ST,25,,,,,,,,"MULTILINESTRING ((-122.402695 37.783253, -122.40168 37.782448))"
238000,04TH,AVE,LAKE ST,CALIFORNIA ST,0,,,,,,,,"MULTILINESTRING ((-122.46253 37.786762, -122.462425 37.785263))"
249000,04TH,ST,MARKET ST,STEVENSON ST,25,,,,,,,,"MULTILINESTRING ((-122.405815 37.78574, -122.40522 37.78526))"
251000,04TH,ST,JESSIE ST,MISSION ST,25,,,,,,,,"MULTILINESTRING ((-122.404785 37.784904, -122.40425 37.784473))"
244000,04TH,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.46185 37.77733, -122.46172 37.775463))"
261000,04TH,ST,STILLMAN ST,BRYANT ST,25,,,,,,,,"MULTILINESTRING ((-122.39859 37.779976, -122.39805 37.77956))"
239000,04TH,AVE,CALIFORNIA ST,CORNWALL ST,0,,,,,,,,"MULTILINESTRING ((-122.462425 37.785263, -122.4624 37.7849))"
246000,04TH,AVE,LINCOLN WAY,HUGO ST,0,,,,,,,,"MULTILINESTRING ((-122.461075 37.766155, -122.461006 37.765205))"
241000,04TH,AVE,CLEMENT ST,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.462265 37.783035, -122.46213 37.781105))"
252000,04TH,ST,MISSION ST,MINNA ST,25,,,,,,,,"MULTILINESTRING ((-122.40425 37.784473, -122.4037 37.78404))"
264000,04TH,ST,FREELON ST,BRANNAN ST,25,,,,,,,,"MULTILINESTRING ((-122.39705 37.778748, -122.396515 37.77832))"
247000,04TH,AVE,HUGO ST,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.461006 37.765205, -122.460945 37.764267))"
248000,04TH,AVE,IRVING ST,PARNASSUS AVE,0,,,,,,,,"MULTILINESTRING ((-122.460945 37.764267, -122.46083 37.762623))"
255000,04TH,ST,CLEMENTINA ST,FOLSOM ST,25,,,,,,,,"MULTILINESTRING ((-122.40168 37.782448, -122.401146 37.78202))"
259000,04TH,ST,HARRISON ST,PERRY ST,25,,,,,,,,"MULTILINESTRING ((-122.399605 37.78079, -122.39906 37.780357))"
240000,04TH,AVE,CORNWALL ST,CLEMENT ST,0,,,,,,,,"MULTILINESTRING ((-122.4624 37.7849, -122.462265 37.783035))"
270002,04TH,ST,BERRY ST,CHANNEL ST,0,,,,,,,,"MULTILINESTRING ((-122.39334 37.775784, -122.392334 37.77502))"
268000,04TH,ST,JEWETT ST,KING ST,25,,,,,,,,"MULTILINESTRING ((-122.39453 37.776733, -122.39409 37.77638))"
258000,04TH,ST,CLARA ST,HARRISON ST,25,,,,,,,,"MULTILINESTRING ((-122.40014 37.78121, -122.399605 37.78079))"
273000,04TH,ST,03RD ST,ILLINOIS ST,0,,,,,,,,"MULTILINESTRING ((-122.3897 37.772926, -122.38866 37.772087))"
245000,04TH,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.46172 37.775463, -122.46161 37.77389))"
300000,05TH,ST,SHIPLEY ST,CLARA ST,0,,,,,,,,"MULTILINESTRING ((-122.402824 37.779823, -122.40237 37.779453))"
285000,05TH,AVE,HUGO ST,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.46208 37.765156, -122.46202 37.76422))"
296000,05TH,ST,HOWARD ST,TEHAMA ST,0,,,,,,,,"MULTILINESTRING ((-122.40492 37.781494, -122.40439 37.78107))"
303000,05TH,ST,PERRY ST,BRYANT ST,0,,,,,,,,"MULTILINESTRING ((-122.4013 37.778603, -122.40028 37.777794))"
304000,05TH,ST,BRYANT ST,WELSH ST,0,,,,,,,,"MULTILINESTRING ((-122.40028 37.777794, -122.39975 37.777367))"
298000,05TH,ST,CLEMENTINA ST,FOLSOM ST,0,,,,,,,,"MULTILINESTRING ((-122.40391 37.780693, -122.40337 37.78026))"
299000,05TH,ST,FOLSOM ST,SHIPLEY ST,0,,,,,,,,"MULTILINESTRING ((-122.40337 37.78026, -122.402824 37.779823))"
294000,05TH,ST,MINNA ST,NATOMA ST,0,,,,,,,,"MULTILINESTRING ((-122.405914 37.78229, -122.40546 37.78192))"
289000,05TH,ST,MARKET ST,STEVENSON ST,0,,,,,,,,"MULTILINESTRING ((-122.40805 37.783985, -122.40747 37.783524))"
295000,05TH,ST,NATOMA ST,HOWARD ST,0,,,,,,,,"MULTILINESTRING ((-122.40546 37.78192, -122.40492 37.781494))"
292000,05TH,ST,JESSIE ST,MISSION ST,0,,,,,,,,"MULTILINESTRING ((-122.407005 37.783154, -122.40646 37.782726))"
293000,05TH,ST,MISSION ST,MINNA ST,0,,,,,,,,"MULTILINESTRING ((-122.40646 37.782726, -122.405914 37.78229))"
290000,05TH,ST,STEVENSON ST,JESSIE ST,0,,,,,,,,"MULTILINESTRING ((-122.40747 37.783524, -122.40717 37.783287))"
283000,05TH,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.46279 37.775414, -122.46267 37.773754))"
309000,05TH,ST,JEWETT ST,KING ST,0,,,,,,,,"MULTILINESTRING ((-122.39676 37.77498, -122.39634 37.774647))"
302000,05TH,ST,HARRISON ST,PERRY ST,0,,,,,,,,"MULTILINESTRING ((-122.40183 37.779026, -122.4013 37.778603))"
282000,05TH,AVE,BALBOA ST,CABRILLO ST,0,,,,,,,,"MULTILINESTRING ((-122.46293 37.77728, -122.46279 37.775414))"
288000,05TH,AVE,KIRKHAM ST,END: 1500-1599 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.461754 37.760494, -122.46174 37.760254, -122.46166 37.759953, -122.461525 37.759834, -122.46132 37.75977, -122.4611 37.7598, -122.46095 37.759888, -122.46082 37.760094, -122.46067 37.760098, -122.460594 37.760002, -122.46061 37.759853, -122.46056 37.75964, -122.46038 37.759335))"
311000,05TH,ST,BERRY ST,CHANNEL ST,0,,,,,,,,"MULTILINESTRING ((-122.39556 37.774025, -122.39463 37.77328))"
276000,05TH,AVE,LAKE ST,CALIFORNIA ST,0,,,,,,,,"MULTILINESTRING ((-122.46361 37.786716, -122.46349 37.785126))"
279000,05TH,AVE,CLEMENT ST,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.46334 37.782986, -122.463196 37.781067))"
305000,05TH,ST,WELSH ST,BRANNAN ST,0,,,,,,,,"MULTILINESTRING ((-122.39975 37.777367, -122.39874 37.77656))"
284000,05TH,AVE,LINCOLN WAY,HUGO ST,0,,,,,,,,"MULTILINESTRING ((-122.46215 37.766106, -122.46208 37.765156))"
275000,05TH,AVE,START: 1-99 BLOCK,LAKE ST,0,,,,,,,,"MULTILINESTRING ((-122.463745 37.788677, -122.46361 37.786716))"
307000,05TH,ST,BLUXOME ST,TOWNSEND ST,0,,,,,,,,"MULTILINESTRING ((-122.39796 37.775936, -122.397194 37.775326))"
277000,05TH,AVE,CALIFORNIA ST,CORNWALL ST,0,,,,,,,,"MULTILINESTRING ((-122.46349 37.785126, -122.46347 37.78485))"
287000,05TH,AVE,JUDAH ST,KIRKHAM ST,0,,,,,,,,"MULTILINESTRING ((-122.46188 37.76236, -122.461754 37.760494))"
306000,05TH,ST,BRANNAN ST,BLUXOME ST,0,,,,,,,,"MULTILINESTRING ((-122.39874 37.77656, -122.39796 37.775936))"
291000,05TH,ST,JESSIE ST,JESSIE ST,0,,,,,,,,"MULTILINESTRING ((-122.40717 37.783287, -122.407005 37.783154))"
281000,05TH,AVE,ANZA ST,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.463066 37.779133, -122.46293 37.77728))"
280000,05TH,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.463196 37.781067, -122.463066 37.779133))"
301000,05TH,ST,CLARA ST,HARRISON ST,0,,,,,,,,"MULTILINESTRING ((-122.40237 37.779453, -122.40183 37.779026))"
308000,05TH,ST,TOWNSEND ST,JEWETT ST,0,,,,,,,,"MULTILINESTRING ((-122.397194 37.775326, -122.39676 37.77498))"
278000,05TH,AVE,CORNWALL ST,CLEMENT ST,0,,,,,,,,"MULTILINESTRING ((-122.46347 37.78485, -122.46334 37.782986))"
310000,05TH,ST,KING ST,BERRY ST,0,,,,,,,,"MULTILINESTRING ((-122.39634 37.774647, -122.39556 37.774025))"
286000,05TH,AVE,IRVING ST,JUDAH ST,0,,,,,,,,"MULTILINESTRING ((-122.46202 37.76422, -122.46188 37.76236))"
297000,05TH,ST,TEHAMA ST,CLEMENTINA ST,0,,,,,,,,"MULTILINESTRING ((-122.40439 37.78107, -122.40391 37.780693))"
346000,06TH,ST,START: 1000-1029 BLOCK,CHANNEL ST,0,,,,,,,,"MULTILINESTRING ((-122.396614 37.771328, -122.39631 37.771084))"
331000,06TH,ST,NATOMA ST,HOWARD ST,25,,,,,,,,"MULTILINESTRING ((-122.40768 37.780155, -122.40714 37.779736))"
337000,06TH,ST,CLARA ST,HARRISON ST,25,,,,,,,,"MULTILINESTRING ((-122.404594 37.777695, -122.40406 37.777267))"
335000,06TH,ST,FOLSOM ST,SHIPLEY ST,25,,,,,,,,"MULTILINESTRING ((-122.4056 37.7785, -122.40505 37.778065))"
344000,06TH,ST,KING ST,BERRY ST,0,,,,,,,,"MULTILINESTRING ((-122.398575 37.772884, -122.39779 37.772266))"
19000000,06TH,AVE,J ST,R ST,0,,,,,,,,"MULTILINESTRING ((-122.37375 37.72183, -122.37282 37.72275, -122.37247 37.723152))"
19001000,06TH,AVE,R ST,SPEAR AVE,0,,,,,,,,"MULTILINESTRING ((-122.37247 37.723152, -122.3717 37.72402, -122.37106 37.72464))"
348000,06TH,ST,UNNAMED #051,16TH ST,0,,,,,,,,"MULTILINESTRING ((-122.3947 37.76979, -122.39096 37.76679))"
345000,06TH,ST,BERRY ST,CHANNEL ST,0,,,,,,,,"MULTILINESTRING ((-122.39779 37.772266, -122.396965 37.771614))"
320000,06TH,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.46386 37.775364, -122.46374 37.77362))"
347000,06TH,ST,CHANNEL ST,UNNAMED #051,0,,,,,,,,"MULTILINESTRING ((-122.39631 37.771084, -122.3947 37.76979))"
328000,06TH,ST,JESSIE ST,MISSION ST,25,,,,,,,,"MULTILINESTRING ((-122.40923 37.781395, -122.4087 37.780968))"
338000,06TH,ST,HARRISON ST,AHERN WAY,25,,,,,,,,"MULTILINESTRING ((-122.40406 37.777267, -122.40336 37.77671))"
340000,06TH,ST,BRYANT ST,BRANNAN ST,25,,,,,,,,"MULTILINESTRING ((-122.40251 37.776035, -122.40097 37.774803))"
329000,06TH,ST,MISSION ST,MINNA ST,25,,,,,,,,"MULTILINESTRING ((-122.4087 37.780968, -122.40815 37.78053))"
312000,06TH,AVE,START: 100-149 BLOCK,LAKE ST,0,,,,,,,,"MULTILINESTRING ((-122.464806 37.788372, -122.46468 37.786667))"
323000,06TH,AVE,IRVING ST,JUDAH ST,15,YES,,,,,,,"MULTILINESTRING ((-122.46309 37.76417, -122.46296 37.76231))"
330000,06TH,ST,MINNA ST,NATOMA ST,25,,,,,,,,"MULTILINESTRING ((-122.40815 37.78053, -122.40768 37.780155))"
327000,06TH,ST,STEVENSON ST,JESSIE ST,25,,,,,,,,"MULTILINESTRING ((-122.40968 37.78175, -122.40923 37.781395))"
332000,06TH,ST,HOWARD ST,TEHAMA ST,25,,,,,,,,"MULTILINESTRING ((-122.40714 37.779736, -122.40662 37.77931))"
321000,06TH,AVE,LINCOLN WAY,HUGO ST,0,,,,,,,,"MULTILINESTRING ((-122.46322 37.766052, -122.46316 37.76511))"
341000,06TH,ST,BRANNAN ST,BLUXOME ST,0,,,,,,,,"MULTILINESTRING ((-122.40097 37.774803, -122.4002 37.77419))"
322000,06TH,AVE,HUGO ST,IRVING ST,15,YES,,,,,,,"MULTILINESTRING ((-122.46316 37.76511, -122.46309 37.76417))"
324000,06TH,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.46296 37.76231, -122.46283 37.76045))"
325000,06TH,AVE,KIRKHAM ST,LOCKSLEY AVE,0,,,,,,,,"MULTILINESTRING ((-122.46283 37.76045, -122.462776 37.75973))"
333000,06TH,ST,TEHAMA ST,CLEMENTINA ST,25,,,,,,,,"MULTILINESTRING ((-122.40662 37.77931, -122.40615 37.77894))"
336000,06TH,ST,SHIPLEY ST,CLARA ST,25,,,,,,,,"MULTILINESTRING ((-122.40505 37.778065, -122.404594 37.777695))"
343000,06TH,ST,TOWNSEND ST,KING ST,0,,,,,,,,"MULTILINESTRING ((-122.39942 37.773567, -122.398575 37.772884))"
318000,06TH,AVE,ANZA ST,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.464134 37.779087, -122.464 37.77723))"
313000,06TH,AVE,LAKE ST,CALIFORNIA ST,0,,,,,,,,"MULTILINESTRING ((-122.46468 37.786667, -122.46456 37.78499))"
316000,06TH,AVE,CLEMENT ST,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.46441 37.782936, -122.464264 37.781013))"
326000,06TH,ST,MARKET ST,STEVENSON ST,25,,,,,,,,"MULTILINESTRING ((-122.41028 37.782227, -122.40968 37.78175))"
323000,06TH,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.46309 37.76417, -122.46296 37.76231))"
339000,06TH,ST,AHERN WAY,BRYANT ST,25,,,,,,,,"MULTILINESTRING ((-122.40336 37.77671, -122.40251 37.776035))"
342000,06TH,ST,BLUXOME ST,TOWNSEND ST,0,,,,,,,,"MULTILINESTRING ((-122.4002 37.77419, -122.39942 37.773567))"
319000,06TH,AVE,BALBOA ST,CABRILLO ST,15,YES,,,,,,,"MULTILINESTRING ((-122.464 37.77723, -122.46386 37.775364))"
319000,06TH,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.464 37.77723, -122.46386 37.775364))"
315000,06TH,AVE,CORNWALL ST,CLEMENT ST,15,YES,,,,,,,"MULTILINESTRING ((-122.46454 37.784786, -122.46441 37.782936))"
324000,06TH,AVE,JUDAH ST,KIRKHAM ST,15,YES,,,,,,,"MULTILINESTRING ((-122.46296 37.76231, -122.46283 37.76045))"
334000,06TH,ST,CLEMENTINA ST,FOLSOM ST,25,,,,,,,,"MULTILINESTRING ((-122.40615 37.77894, -122.4056 37.7785))"
315000,06TH,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.46454 37.784786, -122.46441 37.782936))"
317000,06TH,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.464264 37.781013, -122.464134 37.779087))"
314000,06TH,AVE,CALIFORNIA ST,CORNWALL ST,15,YES,,,,,,,"MULTILINESTRING ((-122.46456 37.78499, -122.46454 37.784786))"
322000,06TH,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.46316 37.76511, -122.46309 37.76417))"
314000,06TH,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.46456 37.78499, -122.46454 37.784786))"
376000,07TH,ST,BRANNAN ST,TOWNSEND ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40319 37.773045, -122.40164 37.771812))"
350000,07TH,AVE,LAKE ST,CALIFORNIA ST,0,,,,,,,,"MULTILINESTRING ((-122.465744 37.78662, -122.46562 37.784847))"
364000,07TH,AVE,MORAGA ST,NORIEGA ST,25,,,,,,I,,"MULTILINESTRING ((-122.463646 37.75676, -122.46354 37.755295, -122.46357 37.75501, -122.463615 37.754784))"
351000,07TH,AVE,CALIFORNIA ST,CLEMENT ST,15,YES,,,,,,,"MULTILINESTRING ((-122.46562 37.784847, -122.46548 37.782887))"
365000,07TH,ST,MARKET ST,STEVENSON ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.4125 37.78047, -122.41192 37.780003))"
369000,07TH,ST,MINNA ST,NATOMA ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.410385 37.77878, -122.40993 37.77841))"
373000,07TH,ST,CLEVELAND ST,HARRISON ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40728 37.776302, -122.40628 37.77551))"
379000,07TH,ST,BERRY ST,CHANNEL ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40001 37.77051, -122.39903 37.769726))"
371000,07TH,ST,HOWARD ST,FOLSOM ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40937 37.777973, -122.40783 37.77674))"
385000,07TH,ST,16TH ST,PENNSYLVANIA AVE,0,,,,,,,,"MULTILINESTRING ((-122.39505 37.76654, -122.39386 37.765606))"
366000,07TH,ST,STEVENSON ST,JESSIE ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.41192 37.780003, -122.41147 37.779644))"
372000,07TH,ST,FOLSOM ST,CLEVELAND ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40783 37.77674, -122.40728 37.776302))"
368000,07TH,ST,MISSION ST,MINNA ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.41093 37.779205, -122.410385 37.77878))"
374001,07TH,ST,I-80 E OFF RAMP,I-80 E OFF RAMP,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40543 37.77483, -122.40488 37.77439))"
351000,07TH,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.46562 37.784847, -122.46548 37.782887))"
378000,07TH,ST,KING ST,BERRY ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40079 37.771133, -122.40001 37.77051))"
381000,07TH,ST,HOOPER ST,IRWIN ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.39816 37.769035, -122.39741 37.768433))"
382000,07TH,ST,IRWIN ST,HUBBELL ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.39741 37.768433, -122.39664 37.76782))"
353000,07TH,AVE,GEARY BLVD,ANZA ST,0,,,,,,,,"MULTILINESTRING ((-122.46534 37.78096, -122.465195 37.779037))"
377000,07TH,ST,TOWNSEND ST,KING ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40164 37.771812, -122.40079 37.771133))"
370000,07TH,ST,NATOMA ST,HOWARD ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40993 37.77841, -122.40937 37.777973))"
355000,07TH,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.46506 37.77718, -122.46506 37.777103, -122.46493 37.775314))"
380000,07TH,ST,HOOPER ST,CHANNEL ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.39816 37.769035, -122.39903 37.769726))"
374000,07TH,ST,HARRISON ST,I-80 E OFF RAMP,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40628 37.77551, -122.40543 37.77483))"
375000,07TH,ST,BRYANT ST,BRANNAN ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40473 37.774277, -122.40319 37.773045))"
384000,07TH,ST,DAGGETT ST,16TH ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.39581 37.767162, -122.39505 37.76654))"
374002,07TH,ST,I-80 E OFF RAMP,BRYANT ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.40488 37.77439, -122.40473 37.774277))"
363000,07TH,AVE,LAWTON ST,MORAGA ST,25,,,,,,,,"MULTILINESTRING ((-122.46377 37.758533, -122.463646 37.75676))"
354000,07TH,AVE,ANZA ST,BALBOA ST,0,,,,,,,,"MULTILINESTRING ((-122.465195 37.779037, -122.46506 37.77718))"
361000,07TH,AVE,JUDAH ST,KIRKHAM ST,25,,,,,,,,"MULTILINESTRING ((-122.46403 37.762264, -122.4639 37.7604))"
383000,07TH,ST,HUBBELL ST,DAGGETT ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.39664 37.76782, -122.39581 37.767162))"
352000,07TH,AVE,CLEMENT ST,GEARY BLVD,0,,,,,,,,"MULTILINESTRING ((-122.46548 37.782887, -122.46534 37.78096))"
367000,07TH,ST,JESSIE ST,MISSION ST,25,,,,,,I,17-4852,"MULTILINESTRING ((-122.41147 37.779644, -122.41093 37.779205))"
362000,07TH,AVE,KIRKHAM ST,LAWTON ST,25,,,,,,,,"MULTILINESTRING ((-122.4639 37.7604, -122.46377 37.758533))"
356000,07TH,AVE,CABRILLO ST,FULTON ST,0,,,,,,,,"MULTILINESTRING ((-122.46493 37.775314, -122.4648 37.773483))"
